Order_ID,Product,Category,Region,Sales,Quantity,Discount,Profit,Customer_Age,Rating
ORD-00836,Monitor,Office Supplies,East,1694.26,14,46.62,820.01,55,3.7
ORD-00837,Chair,Electronics,West,814.09,7,33.87,408.51,29,3.8
ORD-00838,Laptop,Electronics,South,1326.54,7,13.14,-280.98,59,4.6
ORD-00839,Laptop,Electronics,North,920.02,4,28.37,750.19,36,1.8
ORD-00840,Tablet,Electronics,West,78.64,12,38.09,-378.22,37,4.7
ORD-00841,Tablet,Furniture,East,646.37,6,41.51,-336.63,56,1.7
ORD-00842,Monitor,Office Supplies,West,1518.31,13,4.48,212.09,61,2.4
ORD-00843,Desk,Electronics,North,1465.98,7,22.26,861.46,62,1.4
ORD-00844,Chair,Office Supplies,South,1769.65,6,11.59,-12.64,31,2.4
ORD-00845,Chair,Office Supplies,East,1193.91,12,41.4,893.39,41,1.7
ORD-00846,Monitor,Furniture,East,1537.55,3,3.49,-110.84,47,4.4
ORD-00847,Phone,Office Supplies,South,842.03,8,18.17,722.49,37,3.2
ORD-00848,Desk,Furniture,East,712.41,6,5.97,217.39,57,1.6
ORD-00849,Monitor,Furniture,East,692.88,10,33.04,60.89,57,4.3
ORD-00850,Desk,Electronics,West,334.91,12,0.46,22.21,56,2.7
ORD-00851,Desk,Furniture,East,886.81,11,41.94,806.56,51,2.6
ORD-00852,Desk,Electronics,North,1625.21,5,25.72,-370.9,45,4.4
ORD-00853,Monitor,Furniture,South,44.05,2,20.61,203.65,64,2.8
ORD-00854,Chair,Furniture,North,1158.28,2,18.53,575.29,59,3.5
ORD-00855,Chair,Office Supplies,South,362.32,1,16.05,394.79,24,3.5
ORD-00856,Desk,Electronics,East,1493.48,5,15.52,-178.52,38,1.5
ORD-00857,Phone,Office Supplies,South,297.63,14,47.45,388.14,45,3.9
ORD-00858,Laptop,Furniture,East,344.81,4,23.01,-311.58,56,4.8
ORD-00859,Monitor,Electronics,East,104.38,5,4.39,322.93,30,1.3
ORD-00860,Laptop,Furniture,South,896.49,6,23.22,220.45,36,1.4
ORD-00861,Phone,Furniture,East,1302.15,4,36.38,880.43,37,2.7
ORD-00862,Monitor,Office Supplies,North,591.8,11,28.94,620.2,28,2.2
ORD-00863,Desk,Electronics,South,101.93,10,41.88,-265.32,40,3.5
ORD-00864,Chair,Electronics,South,1866.64,13,18.79,74.31,54,1.7
ORD-00865,Laptop,Electronics,South,1723.83,6,44.23,489.5,57,1.8
ORD-00866,Tablet,Furniture,East,936.37,11,33.66,764.23,40,3.9
ORD-00867,Tablet,Electronics,North,1650.09,3,27.48,-259.29,44,1.9
ORD-00868,Phone,Furniture,South,1606.31,11,37.52,847.3,47,2.0
ORD-00869,Desk,Furniture,East,1132.01,5,4.08,456.85,51,1.2
ORD-00870,Laptop,Furniture,West,1063.1,14,12.72,399.63,28,4.4
ORD-00871,Desk,Electronics,West,1309.03,5,18.73,779.84,53,1.3
ORD-00872,Laptop,Office Supplies,West,1449.82,13,30.66,255.62,62,3.8
ORD-00873,Phone,Furniture,North,1645.19,13,7.93,131.46,37,1.1
ORD-00874,Phone,Office Supplies,East,1157.5,13,49.43,93.4,31,1.8
ORD-00875,Tablet,Electronics,East,1497.57,2,47.28,724.15,39,3.7
ORD-00876,Desk,Electronics,West,387.54,7,21.82,-432.65,35,3.5
ORD-00877,Monitor,Electronics,North,1497.32,1,44.79,-301.71,59,1.3
ORD-00878,Tablet,Electronics,East,135.12,5,43.61,465.91,39,4.3
ORD-00879,Desk,Electronics,West,1323.75,10,18.47,-499.62,30,5.0
ORD-00880,Tablet,Office Supplies,North,1430.76,4,27.18,-6.51,28,4.7
ORD-00881,Monitor,Electronics,West,1935.74,4,2.09,559.66,26,1.7
ORD-00882,Chair,Electronics,South,855.13,2,25.56,523.97,39,3.1
ORD-00883,Chair,Electronics,South,245.82,2,25.48,856.9,31,1.5
ORD-00884,Chair,Electronics,North,682.58,6,41.72,536.86,46,1.6
ORD-00885,Chair,Electronics,East,850.0,12,3.69,892.67,64,4.7
ORD-00886,Laptop,Furniture,West,1544.58,12,30.2,-149.27,29,4.1
ORD-00887,Chair,Furniture,South,388.75,5,41.29,-291.21,63,4.3
ORD-00888,Monitor,Office Supplies,West,356.22,6,20.69,-38.86,58,3.5
ORD-00889,Phone,Electronics,North,455.18,7,27.95,-196.25,49,4.1
ORD-00890,Phone,Office Supplies,North,477.25,7,32.8,150.98,21,4.3
ORD-00891,Laptop,Office Supplies,East,1849.1,1,3.13,-168.07,59,3.0
ORD-00892,Chair,Electronics,East,337.52,9,22.73,193.92,59,3.9
ORD-00893,Chair,Electronics,West,837.73,8,11.5,31.84,56,3.3
ORD-00894,Chair,Furniture,South,818.52,11,45.68,122.1,44,3.3
ORD-00895,Tablet,Electronics,South,272.6,8,47.15,396.25,23,2.4
ORD-00896,Desk,Furniture,South,235.76,4,38.2,585.58,60,3.8
ORD-00897,Tablet,Office Supplies,East,1821.39,1,6.25,-447.27,49,2.8
ORD-00898,Desk,Office Supplies,South,1676.02,6,49.89,-456.1,63,4.6
ORD-00899,Chair,Furniture,North,1867.79,7,2.51,518.47,31,4.6
ORD-00900,Chair,Furniture,North,647.9,9,46.83,609.55,33,4.2
ORD-00901,Tablet,Electronics,South,1062.47,13,11.56,38.32,63,1.6
ORD-00902,Tablet,Furniture,East,526.44,13,10.95,452.06,26,4.5
ORD-00903,Desk,Furniture,South,795.97,2,27.78,-340.35,35,3.2
ORD-00904,Phone,Electronics,North,1592.43,14,29.27,254.88,18,2.6
ORD-00905,Desk,Office Supplies,South,963.02,5,25.13,717.54,49,1.1
ORD-00906,Tablet,Furniture,West,237.0,4,42.78,-183.63,29,4.1
ORD-00907,Monitor,Electronics,North,26.32,5,0.36,252.69,50,2.2
ORD-00908,Tablet,Electronics,West,487.56,10,14.4,882.88,50,3.8
ORD-00909,Monitor,Furniture,East,382.75,5,38.85,-136.45,49,4.4
ORD-00910,Laptop,Office Supplies,West,1592.29,14,26.85,315.18,21,2.5
ORD-00911,Tablet,Electronics,North,1339.92,4,7.83,159.75,55,3.5
ORD-00912,Laptop,Furniture,South,1679.85,14,22.21,-438.46,24,3.5
ORD-00913,Phone,Office Supplies,East,849.15,5,2.39,76.95,39,2.9
ORD-00914,Desk,Furniture,East,1175.6,13,9.63,48.11,55,2.3
ORD-00915,Monitor,Electronics,West,846.37,3,33.07,-46.97,59,2.9
ORD-00916,Desk,Electronics,East,457.98,13,8.11,970.49,31,3.4
ORD-00917,Laptop,Electronics,West,1269.26,6,27.22,766.26,27,3.3
ORD-00918,Monitor,Furniture,South,789.42,7,26.97,-498.22,62,2.9
ORD-00919,Desk,Electronics,North,513.67,11,5.52,196.64,64,4.8
ORD-00920,Tablet,Furniture,South,1878.17,12,46.7,844.59,36,4.2
ORD-00921,Chair,Office Supplies,North,233.47,10,31.06,482.26,52,3.9
ORD-00922,Laptop,Office Supplies,West,1558.06,10,41.04,268.8,51,2.3
ORD-00923,Desk,Office Supplies,East,1108.08,9,26.77,826.79,63,3.8
ORD-00924,Laptop,Office Supplies,North,1530.81,11,37.67,705.15,43,2.2
ORD-00925,Laptop,Electronics,West,197.95,14,26.72,583.16,26,4.5
ORD-00926,Monitor,Electronics,East,793.02,7,25.46,196.08,40,2.7
ORD-00927,Monitor,Furniture,East,1596.15,8,8.72,348.39,52,2.6
ORD-00928,Chair,Office Supplies,West,1633.85,1,1.59,-344.83,53,3.4
ORD-00929,Tablet,Office Supplies,East,1582.04,6,12.09,-405.81,18,2.8
ORD-00930,Laptop,Furniture,West,1493.81,11,9.21,-181.68,50,1.5
ORD-00931,Desk,Furniture,East,765.66,7,33.19,986.13,27,1.1
ORD-00932,Phone,Furniture,South,1438.07,12,9.49,-1.92,32,1.3
ORD-00933,Laptop,Furniture,North,236.68,5,6.42,492.76,59,2.1
ORD-00934,Laptop,Office Supplies,West,341.96,11,42.81,-304.02,27,4.8
ORD-00935,Chair,Electronics,West,1089.04,11,15.24,95.7,45,3.3
ORD-00936,Tablet,Office Supplies,South,1108.22,3,42.71,-26.77,49,3.6
ORD-00937,Phone,Furniture,East,954.13,1,40.09,554.2,47,3.0
ORD-00938,Monitor,Electronics,North,1475.3,10,41.03,349.94,54,2.0
ORD-00939,Monitor,Office Supplies,North,1136.35,2,8.97,613.05,57,3.4
ORD-00940,Desk,Furniture,West,150.09,10,1.25,448.53,27,2.0
ORD-00941,Phone,Electronics,North,1776.65,12,15.8,145.15,22,2.7
ORD-00942,Monitor,Electronics,South,1263.5,11,41.14,-248.65,21,1.8
ORD-00943,Desk,Furniture,North,1792.97,10,49.2,-344.45,25,3.9
ORD-00944,Tablet,Electronics,North,870.43,11,23.82,381.34,50,2.7
ORD-00945,Desk,Office Supplies,North,23.64,14,8.61,875.13,54,3.3
ORD-00946,Monitor,Office Supplies,West,1530.12,13,12.44,-291.29,20,4.2
ORD-00947,Chair,Office Supplies,North,1140.71,2,42.88,-335.49,56,3.2
ORD-00948,Chair,Electronics,East,58.92,2,5.73,517.05,27,3.1
ORD-00949,Chair,Electronics,North,1153.77,14,16.56,661.92,30,4.0
ORD-00950,Monitor,Furniture,East,1863.55,7,41.83,-95.28,27,1.1
ORD-00951,Chair,Furniture,North,433.3,10,13.71,555.42,34,2.9
ORD-00952,Phone,Electronics,West,577.87,6,27.87,849.77,30,4.4
ORD-00953,Tablet,Office Supplies,North,1306.04,11,12.93,889.38,52,3.3
ORD-00954,Desk,Electronics,West,1645.41,13,2.97,409.71,32,2.2
ORD-00955,Desk,Office Supplies,South,1290.63,12,17.01,921.06,59,5.0
ORD-00956,Monitor,Furniture,South,1349.97,14,0.8,93.53,55,3.5
ORD-00957,Chair,Electronics,South,666.86,12,45.93,662.54,57,1.9
ORD-00958,Chair,Electronics,North,39.86,14,7.67,22.93,25,2.7
ORD-00959,Laptop,Electronics,East,1682.93,11,30.67,689.08,52,3.5
ORD-00960,Tablet,Office Supplies,South,1990.58,1,47.84,615.53,47,2.3
ORD-00961,Phone,Furniture,South,1735.5,10,46.05,-437.09,58,3.4
ORD-00962,Desk,Office Supplies,North,807.06,14,5.34,-177.82,47,2.6
ORD-00963,Laptop,Furniture,West,716.61,2,37.42,-238.75,30,3.5
ORD-00964,Laptop,Office Supplies,West,1920.54,5,20.25,-457.29,62,2.8
ORD-00965,Monitor,Furniture,South,1977.02,11,4.08,691.3,46,4.6
ORD-00966,Desk,Office Supplies,North,1232.22,2,34.59,-136.48,48,4.1
ORD-00967,Monitor,Electronics,East,1038.65,10,46.07,25.84,39,4.6
ORD-00968,Phone,Office Supplies,West,1042.36,3,9.9,452.46,36,3.1
ORD-00969,Laptop,Electronics,North,419.58,1,6.58,843.6,38,3.9
ORD-00970,Laptop,Electronics,East,1461.84,13,14.79,731.59,52,3.5
ORD-00971,Tablet,Electronics,East,358.71,11,7.78,-208.79,35,4.3
ORD-00972,Phone,Office Supplies,North,435.05,2,9.72,-271.93,58,3.4
ORD-00973,Laptop,Electronics,North,1354.84,2,20.52,-484.67,33,4.9
ORD-00974,Phone,Office Supplies,East,1741.17,1,5.61,268.44,37,1.9
ORD-00975,Desk,Furniture,West,1338.53,9,4.35,93.76,47,1.7
ORD-00976,Chair,Office Supplies,South,960.36,8,22.68,757.54,23,1.2
ORD-00977,Laptop,Office Supplies,North,1396.57,6,19.89,125.34,18,1.4
ORD-00978,Tablet,Office Supplies,North,920.87,7,37.41,640.49,18,4.1
ORD-00979,Desk,Furniture,North,1315.33,13,38.18,775.52,29,2.0
ORD-00980,Phone,Furniture,East,1565.11,9,25.89,497.95,48,2.8
ORD-00981,Monitor,Furniture,South,49.08,11,42.7,90.66,48,1.4
ORD-00982,Desk,Electronics,West,453.59,1,4.73,554.22,51,1.8
ORD-00983,Laptop,Office Supplies,North,1412.13,6,5.82,476.12,53,1.9
ORD-00984,Phone,Office Supplies,North,814.76,5,22.54,-475.43,33,4.8
ORD-00985,Chair,Electronics,West,1053.85,4,47.16,861.93,21,2.7
ORD-00986,Desk,Electronics,South,1376.31,12,26.49,997.18,33,2.7
ORD-00987,Laptop,Office Supplies,East,1062.51,1,19.32,-394.01,19,3.1
ORD-00988,Tablet,Electronics,West,1677.13,6,9.91,-63.21,53,2.3
ORD-00989,Monitor,Electronics,North,770.74,11,48.67,-187.01,52,1.9
ORD-00990,Phone,Furniture,North,1389.72,8,17.32,403.28,48,4.2
ORD-00991,Desk,Electronics,East,862.28,14,13.61,988.04,30,4.6
ORD-00992,Desk,Electronics,North,1068.03,9,18.97,-56.56,50,2.3
ORD-00993,Chair,Office Supplies,East,245.21,8,31.31,814.97,60,4.1
ORD-00994,Chair,Electronics,West,1666.33,2,3.07,-181.28,39,2.2
ORD-00995,Tablet,Electronics,West,653.48,14,5.77,911.3,54,4.3
ORD-00996,Monitor,Electronics,West,616.39,1,49.42,287.75,42,3.2
ORD-00997,Tablet,Furniture,West,195.76,14,18.48,712.75,41,2.2
ORD-00998,Laptop,Office Supplies,South,1022.66,6,28.36,162.38,50,3.5
ORD-00999,Laptop,Furniture,South,847.45,7,18.54,557.79,30,4.6
ORD-01000,Tablet,Electronics,East,215.9,13,0.23,67.72,29,1.2
ORD-01001,Monitor,Office Supplies,West,1508.11,8,37.59,220.8,23,2.4
ORD-01002,Tablet,Office Supplies,East,151.49,10,23.98,480.04,37,2.3
ORD-01003,Monitor,Electronics,East,307.17,5,24.29,-19.83,59,2.0
ORD-01004,Monitor,Furniture,South,932.18,14,25.89,-52.65,42,1.4
ORD-01005,Phone,Electronics,South,728.36,5,9.99,740.38,38,1.8
ORD-01006,Monitor,Furniture,North,565.52,2,41.27,-464.25,53,4.8
ORD-01007,Chair,Electronics,West,1136.58,5,40.19,134.01,39,4.8
ORD-01008,Monitor,Office Supplies,East,1058.09,9,12.8,-247.08,53,3.3
ORD-01009,Monitor,Office Supplies,East,876.18,6,41.77,220.31,63,3.3
ORD-01010,Monitor,Furniture,North,1556.84,14,47.41,633.26,60,4.4
ORD-01011,Laptop,Electronics,North,1006.37,4,0.72,694.32,62,3.1
ORD-01012,Chair,Furniture,South,1958.02,9,33.48,-229.94,57,2.5
ORD-01013,Chair,Office Supplies,North,1607.59,1,36.3,-307.99,58,2.2
ORD-01014,Tablet,Office Supplies,North,230.77,12,22.38,666.59,40,2.5
ORD-01015,Phone,Furniture,East,562.46,13,3.32,-89.01,56,1.4
ORD-01016,Monitor,Furniture,North,1081.04,1,6.97,-434.41,46,4.5
ORD-01017,Desk,Furniture,West,948.4,7,48.16,-351.23,19,2.4
ORD-01018,Phone,Furniture,East,113.02,11,26.46,-343.4,36,1.9
ORD-01019,Phone,Furniture,East,1065.74,14,34.01,784.44,41,4.4
ORD-01020,Chair,Electronics,East,1218.61,6,24.07,-243.2,41,3.6
ORD-01021,Phone,Furniture,North,937.46,14,25.97,-224.88,25,1.3
ORD-01022,Monitor,Furniture,North,1734.94,8,9.73,697.2,34,4.2
ORD-01023,Monitor,Office Supplies,East,1122.05,4,13.09,467.06,42,4.0
ORD-01024,Laptop,Office Supplies,South,1577.18,13,17.05,481.99,48,3.2
ORD-01025,Monitor,Electronics,West,1181.91,4,16.0,-240.11,22,2.5
ORD-01026,Monitor,Furniture,South,1820.43,13,4.69,528.1,40,3.3
ORD-01027,Chair,Furniture,East,444.09,12,35.04,199.44,18,4.8
ORD-01028,Monitor,Office Supplies,West,1666.73,10,3.69,202.5,61,1.9
ORD-01029,Laptop,Office Supplies,South,907.02,7,27.45,691.03,64,1.4
ORD-01030,Desk,Office Supplies,West,1401.2,12,20.33,681.51,42,3.9
ORD-01031,Chair,Furniture,West,1140.89,4,24.07,746.02,20,4.7
ORD-01032,Desk,Furniture,West,235.53,11,34.28,-419.23,37,1.2
ORD-01033,Chair,Electronics,West,884.44,4,29.93,20.6,26,4.7
ORD-01034,Tablet,Office Supplies,North,1354.28,1,45.91,465.99,37,2.1
ORD-01035,Phone,Office Supplies,East,1798.84,14,48.31,-219.16,27,4.5
ORD-01036,Tablet,Office Supplies,West,452.55,6,49.33,-143.06,27,1.4
ORD-01037,Monitor,Office Supplies,North,723.26,5,22.05,896.93,19,1.0
ORD-01038,Desk,Office Supplies,South,734.0,3,18.42,395.71,32,2.2
ORD-01039,Monitor,Furniture,South,1058.24,10,21.33,434.18,35,3.8
ORD-01040,Phone,Furniture,North,1728.75,11,10.4,900.59,55,2.0
ORD-01041,Chair,Office Supplies,South,803.14,6,22.2,927.73,38,3.4
ORD-01042,Phone,Office Supplies,South,310.68,9,31.54,-275.17,29,3.2
ORD-01043,Laptop,Furniture,North,1022.98,13,34.79,267.59,51,3.2
ORD-01044,Phone,Furniture,North,94.58,3,4.27,150.31,48,1.4
ORD-01045,Laptop,Electronics,North,702.02,5,42.89,884.27,24,3.7
ORD-01046,Phone,Furniture,North,1038.18,4,14.03,318.85,52,4.7
ORD-01047,Laptop,Electronics,South,1045.01,2,34.84,-485.66,54,2.9
ORD-01048,Desk,Office Supplies,West,1642.65,2,39.98,697.21,21,1.3
ORD-01049,Monitor,Office Supplies,North,1606.22,3,21.07,121.56,64,1.7
ORD-01050,Monitor,Office Supplies,East,579.61,11,12.77,291.57,50,4.4
ORD-01051,Tablet,Furniture,West,616.07,1,8.37,941.53,58,3.4
ORD-01052,Monitor,Furniture,South,1963.7,9,45.78,-48.09,44,1.5
ORD-01053,Chair,Office Supplies,West,795.14,2,6.68,4.39,25,3.0
ORD-01054,Phone,Office Supplies,South,302.79,13,18.81,270.55,29,2.7
ORD-01055,Tablet,Electronics,North,1320.74,3,43.36,757.19,33,4.4
ORD-01056,Chair,Furniture,South,502.16,3,30.85,-375.08,28,4.7
ORD-01057,Chair,Furniture,North,1214.7,7,6.7,776.68,18,2.2
ORD-01058,Laptop,Electronics,South,1646.13,12,30.75,-328.45,58,2.9
ORD-01059,Monitor,Office Supplies,North,363.85,5,40.73,204.92,61,4.7
ORD-01060,Desk,Office Supplies,South,914.24,3,37.54,345.79,55,4.6
ORD-01061,Desk,Furniture,East,778.24,3,42.57,335.92,54,4.5
ORD-01062,Tablet,Furniture,North,1998.79,6,35.1,859.84,55,3.9
ORD-01063,Desk,Office Supplies,North,1429.03,13,35.53,-185.19,32,3.7
ORD-01064,Phone,Electronics,East,183.09,11,25.8,499.8,25,1.7
ORD-01065,Desk,Electronics,North,472.62,5,10.97,770.51,26,3.9
ORD-01066,Tablet,Electronics,West,331.37,14,21.85,302.34,46,2.9
ORD-01067,Desk,Furniture,West,50.14,9,1.91,-240.43,25,2.0
ORD-01068,Phone,Electronics,South,645.39,13,40.95,-141.73,18,1.5
ORD-01069,Laptop,Furniture,West,662.43,4,49.71,746.53,35,1.4
ORD-01070,Tablet,Furniture,South,485.29,10,30.13,246.7,23,3.5
ORD-01071,Laptop,Office Supplies,South,1115.14,13,33.04,689.37,57,3.6
ORD-01072,Laptop,Office Supplies,West,452.53,12,19.99,597.74,44,1.0
ORD-01073,Laptop,Electronics,East,1883.31,12,16.38,-201.41,41,3.4
ORD-01074,Chair,Electronics,East,1470.28,7,41.19,750.88,25,4.4
ORD-01075,Monitor,Furniture,South,260.37,6,10.3,-116.33,60,1.6
ORD-01076,Chair,Office Supplies,East,552.34,3,40.32,-269.2,19,2.5
ORD-01077,Monitor,Office Supplies,North,1965.23,12,31.26,-392.55,24,3.2
ORD-01078,Laptop,Furniture,East,416.37,8,12.08,926.45,57,3.2
ORD-01079,Tablet,Electronics,North,251.58,12,35.4,327.36,59,4.2
ORD-01080,Monitor,Electronics,West,479.99,1,42.93,-373.61,56,3.6
ORD-01081,Phone,Furniture,South,1433.44,10,13.32,-127.83,27,3.8
ORD-01082,Phone,Office Supplies,South,1045.39,7,14.2,-275.03,57,1.1
ORD-01083,Desk,Furniture,South,153.78,9,1.92,998.37,29,4.3
ORD-01084,Monitor,Furniture,East,736.33,7,2.02,726.78,52,4.7
ORD-01085,Tablet,Electronics,South,191.51,10,37.41,-184.72,20,1.6
ORD-01086,Chair,Office Supplies,East,595.55,1,3.27,627.39,56,4.8
ORD-01087,Laptop,Electronics,South,358.51,10,3.82,274.39,26,1.3
ORD-01088,Desk,Electronics,North,456.74,14,35.63,474.59,21,4.9
ORD-01089,Phone,Office Supplies,East,1560.76,14,30.2,-187.45,53,2.6
ORD-01090,Chair,Electronics,North,1571.32,1,25.3,227.34,36,3.1
ORD-01091,Chair,Furniture,North,1470.18,13,29.26,410.81,34,2.9
ORD-01092,Laptop,Furniture,West,1382.73,10,35.91,294.98,19,2.2
ORD-01093,Monitor,Office Supplies,West,505.43,6,29.48,625.93,53,2.7
ORD-01094,Phone,Furniture,North,892.65,13,45.85,19.99,48,4.9
ORD-01095,Tablet,Furniture,South,930.89,7,11.7,-138.11,63,1.7
ORD-01096,Chair,Furniture,West,1079.02,11,31.18,488.6,22,2.8
ORD-01097,Laptop,Furniture,West,1715.57,6,11.57,484.88,18,1.8
ORD-01098,Tablet,Electronics,North,1779.48,12,44.76,349.8,53,2.9
ORD-01099,Monitor,Furniture,North,447.78,7,42.37,270.94,61,4.4
ORD-01100,Phone,Office Supplies,North,875.35,14,47.38,374.26,64,2.8
ORD-01101,Monitor,Electronics,East,313.09,11,3.84,586.45,54,2.3
ORD-01102,Chair,Furniture,East,1303.39,8,43.74,-470.79,29,1.6
ORD-01103,Tablet,Furniture,East,1152.7,13,6.22,87.73,21,3.9
ORD-01104,Tablet,Office Supplies,East,1704.64,12,46.7,-457.04,56,4.1
ORD-01105,Tablet,Electronics,East,1047.41,6,44.65,796.3,24,2.7
ORD-01106,Chair,Furniture,East,1566.56,10,37.31,456.61,28,3.9
ORD-01107,Chair,Office Supplies,West,649.82,3,1.38,968.33,22,4.7
ORD-01108,Monitor,Electronics,East,1394.62,3,3.51,468.73,46,4.4
ORD-01109,Desk,Electronics,South,99.52,13,40.94,-126.44,20,1.7
ORD-01110,Monitor,Furniture,East,320.02,13,47.93,263.66,59,1.8
ORD-01111,Phone,Office Supplies,North,905.0,5,16.2,944.23,29,1.2
ORD-01112,Laptop,Office Supplies,South,1776.05,4,16.92,-16.08,63,1.5
ORD-01113,Tablet,Furniture,East,1772.53,7,24.8,495.66,24,2.1
ORD-01114,Desk,Furniture,East,1205.56,12,0.85,-413.28,40,4.8
ORD-01115,Laptop,Furniture,North,277.18,12,27.77,-192.47,44,1.6
ORD-01116,Desk,Office Supplies,North,1368.31,7,24.36,-12.83,50,2.3
ORD-01117,Monitor,Electronics,North,370.22,7,15.92,647.92,60,1.5
ORD-01118,Chair,Furniture,South,713.92,9,33.4,103.62,29,1.5
ORD-01119,Tablet,Furniture,South,642.09,2,1.41,595.06,53,3.0
ORD-01120,Monitor,Electronics,South,1771.24,6,17.05,448.37,62,2.2
ORD-01121,Laptop,Electronics,West,1393.27,4,8.75,-349.57,31,4.0
ORD-01122,Laptop,Office Supplies,West,160.69,11,33.36,-416.31,57,4.2
ORD-01123,Laptop,Furniture,West,1689.91,10,12.12,91.81,46,4.2
ORD-01124,Laptop,Office Supplies,South,872.19,6,23.94,-394.56,57,2.6
ORD-01125,Laptop,Electronics,West,1514.43,3,7.73,492.2,52,2.6
ORD-01126,Desk,Furniture,West,1557.82,2,14.14,-344.57,48,3.6
ORD-01127,Monitor,Office Supplies,North,1997.39,14,38.49,234.25,64,2.2
ORD-01128,Tablet,Office Supplies,North,706.95,4,23.34,-24.89,25,3.2
ORD-01129,Chair,Electronics,West,1731.6,7,49.99,358.12,33,4.1
ORD-01130,Chair,Furniture,West,587.86,6,8.45,-338.05,57,1.1
ORD-01131,Monitor,Office Supplies,West,1991.17,14,13.6,-192.97,56,1.1
ORD-01132,Monitor,Office Supplies,West,832.3,4,41.72,900.14,46,2.4
ORD-01133,Chair,Electronics,North,1327.16,1,4.82,-145.71,42,2.9
ORD-01134,Chair,Furniture,North,1989.13,13,18.8,493.56,27,2.8
ORD-01135,Desk,Electronics,West,416.83,4,11.64,496.65,44,1.9
ORD-01136,Phone,Office Supplies,North,1255.52,11,33.01,-42.85,21,3.1
ORD-01137,Tablet,Furniture,East,1996.79,3,35.55,949.28,32,3.7
ORD-01138,Laptop,Electronics,North,1889.04,13,32.61,485.44,22,1.1
ORD-01139,Phone,Furniture,North,457.07,13,13.63,410.87,56,4.3
ORD-01140,Monitor,Furniture,West,215.48,3,5.52,914.13,34,3.1
ORD-01141,Chair,Furniture,East,863.62,4,9.73,258.1,49,2.6
ORD-01142,Phone,Office Supplies,South,1531.44,5,30.05,-309.13,38,4.6
ORD-01143,Tablet,Furniture,North,1583.63,14,40.38,446.93,39,4.8
ORD-01144,Monitor,Electronics,East,1222.71,12,6.76,-436.96,32,1.9
ORD-01145,Laptop,Furniture,East,1237.48,9,17.83,875.89,52,4.5
ORD-01146,Laptop,Furniture,West,258.91,11,12.84,10.2,59,1.5
ORD-01147,Tablet,Office Supplies,East,893.59,11,8.92,726.03,35,2.1
ORD-01148,Tablet,Electronics,West,1160.81,11,24.86,561.19,49,3.9
ORD-01149,Chair,Furniture,East,1373.53,9,21.29,690.21,41,1.4
ORD-01150,Laptop,Office Supplies,South,201.71,8,33.46,609.48,22,1.8
ORD-01151,Monitor,Office Supplies,South,1387.49,11,24.97,762.98,41,4.8
ORD-01152,Phone,Furniture,West,1883.71,1,46.42,907.66,20,4.2
ORD-01153,Monitor,Furniture,South,1576.75,3,42.63,649.29,30,3.2
ORD-01154,Desk,Furniture,North,1255.28,9,15.43,714.68,64,4.9
ORD-01155,Desk,Office Supplies,West,212.33,14,32.52,912.1,59,4.3
ORD-01156,Tablet,Furniture,East,1592.83,9,32.5,-387.59,34,2.6
ORD-01157,Chair,Office Supplies,North,1332.65,6,30.16,861.48,50,4.0
ORD-01158,Desk,Electronics,West,1106.41,11,29.69,810.74,39,3.1
ORD-01159,Laptop,Furniture,West,1608.24,8,4.38,-229.88,34,3.1
ORD-01160,Monitor,Electronics,West,1355.51,6,46.18,347.24,34,4.4
ORD-01161,Monitor,Electronics,West,950.0,9,28.41,427.36,34,4.8
ORD-01162,Tablet,Electronics,East,484.46,6,20.5,-350.43,41,1.5
ORD-01163,Phone,Office Supplies,East,1018.59,10,40.75,619.81,57,3.7
ORD-01164,Tablet,Office Supplies,South,325.06,14,12.61,-363.3,59,3.0
ORD-01165,Phone,Office Supplies,West,139.19,7,2.3,-129.16,19,3.0
ORD-01166,Tablet,Office Supplies,South,483.24,9,16.1,588.36,36,1.1
ORD-01167,Tablet,Electronics,North,746.86,1,29.54,965.46,44,2.2
ORD-01168,Tablet,Office Supplies,East,1300.67,4,46.07,-364.67,56,1.6
ORD-01169,Phone,Electronics,West,1008.76,10,37.26,-444.39,63,1.4
ORD-01170,Phone,Electronics,East,1475.59,12,17.94,-363.63,43,1.1
ORD-01171,Tablet,Office Supplies,North,1480.2,13,39.71,119.69,56,4.9
ORD-01172,Desk,Electronics,South,1418.03,6,46.98,844.56,27,4.1
ORD-01173,Chair,Office Supplies,East,1104.0,2,20.86,539.82,52,4.6
ORD-01174,Chair,Electronics,East,1332.81,8,49.63,213.21,31,3.1
ORD-01175,Chair,Furniture,West,1955.3,12,21.14,308.81,29,2.0
ORD-01176,Phone,Office Supplies,East,1417.45,13,42.65,73.57,48,1.7
ORD-01177,Phone,Electronics,West,1490.11,1,13.05,404.92,46,1.6
ORD-01178,Desk,Office Supplies,South,596.56,12,17.6,554.85,31,4.9
ORD-01179,Chair,Electronics,West,966.41,2,43.2,-395.83,37,4.5
ORD-01180,Chair,Office Supplies,South,881.71,3,1.76,913.55,60,2.1
ORD-01181,Tablet,Furniture,North,719.87,12,13.68,-257.85,53,2.9
ORD-01182,Phone,Furniture,South,929.93,8,36.61,-24.1,45,3.7
ORD-01183,Chair,Office Supplies,South,1204.08,11,27.11,186.19,49,2.5
