CarID,Brand,Model,Year,Price,Mileage,Fuel,Color,Owner,Location
16279,Ford,Accord,2010,0,75000,Unknown Fuel,White,Second,Chicago
16280,Hyundai,Civic,2010,30000,30000,Unknown Fuel,Red,Second,Houston
16281,Ford,Focus,2018,0,60000,Diesel,Black,Third,Chicago
16282,Honda,Accord,2012,50000,45000,Hybrid,Unknown Color,Unknown Owner,Phoenix
16283,Ford,Corolla,2010,25000,0,Unknown Fuel,White,Third,Houston
16284,Honda,Civic,2020,40000,15000,Petrol,Silver,Third,Unknown Location
16285,BMW,Accord,2012,0,100000,Unknown Fuel,Gray,Second,Unknown Location
16286,Ford,Civic,2010,20000,30000,Hybrid,Silver,Second,Phoenix
16287,Nissan,Corolla,0,25000,75000,Petrol,Red,Second,Chicago
16288,Nissan,Focus,0,25000,0,Petrol,White,Second,Unknown Location
16289,Toyota,Mustang,2010,40000,60000,Diesel,Gray,Unknown Owner,New York
16290,Honda,Unknown Model,2020,50000,100000,Petrol,Black,First,Chicago
16291,Ford,Accord,2010,25000,45000,Unknown Fuel,Blue,Second,Miami
16292,Nissan,Focus,2012,25000,45000,Diesel,Red,First,Chicago
16293,Unknown Brand,Corolla,2015,60000,60000,Electric,Black,Third,Houston
16294,BMW,Focus,2015,0,60000,Diesel,Red,Second,New York
16295,Hyundai,Civic,2010,40000,15000,Diesel,Blue,First,Los Angeles
16296,BMW,Unknown Model,2018,0,0,Electric,Red,Unknown Owner,New York
16297,Unknown Brand,Model S,2012,40000,30000,Petrol,Unknown Color,Unknown Owner,Miami
16298,Unknown Brand,Accord,2015,40000,60000,Petrol,White,Second,Houston
16299,Toyota,Focus,2018,0,100000,Petrol,Silver,Unknown Owner,Los Angeles
16300,BMW,Model S,2015,25000,100000,Diesel,Gray,Third,Chicago
16301,BMW,Unknown Model,2018,50000,45000,Electric,Silver,Third,Chicago
16302,Ford,Mustang,2010,30000,60000,Diesel,Silver,Unknown Owner,Miami
16303,Honda,Model S,0,0,60000,Electric,Silver,Unknown Owner,Los Angeles
16304,Tesla,Focus,2018,40000,75000,Unknown Fuel,White,First,Unknown Location
16305,Hyundai,Corolla,2010,0,45000,Unknown Fuel,Silver,First,Los Angeles
16306,BMW,Accord,0,50000,45000,Diesel,Red,Third,Houston
16307,Hyundai,Civic,2018,25000,45000,Hybrid,White,Third,Miami
16308,Hyundai,Mustang,2018,30000,60000,Petrol,Blue,First,Los Angeles
16309,Hyundai,Civic,2018,25000,30000,Diesel,Gray,First,Houston
16310,BMW,Accord,2012,40000,75000,Unknown Fuel,Red,Second,Houston
16311,Tesla,Model S,2015,40000,75000,Electric,Red,Second,Chicago
16312,BMW,Civic,2018,40000,45000,Diesel,White,First,Chicago
16313,Ford,Accord,2010,40000,15000,Petrol,White,Unknown Owner,Chicago
16314,Ford,Accord,2018,30000,75000,Electric,Red,First,Los Angeles
16315,Tesla,Civic,2012,50000,100000,Unknown Fuel,Blue,Third,Los Angeles
16316,Nissan,Corolla,2012,60000,15000,Hybrid,Blue,Third,New York
16317,BMW,Model S,0,30000,30000,Diesel,Gray,Unknown Owner,Phoenix
16318,Nissan,Corolla,2012,40000,100000,Unknown Fuel,White,Unknown Owner,Houston
16319,Hyundai,Corolla,2018,0,30000,Unknown Fuel,Silver,Unknown Owner,Los Angeles
16320,BMW,Unknown Model,2018,20000,75000,Diesel,Unknown Color,First,Chicago
16321,Honda,Model S,2018,0,60000,Unknown Fuel,Red,Third,Houston
16322,BMW,Mustang,2015,0,75000,Petrol,Silver,First,Houston
16323,Ford,Corolla,2018,50000,15000,Diesel,Gray,Unknown Owner,Unknown Location
16324,Toyota,Focus,2020,40000,30000,Hybrid,Red,Unknown Owner,Unknown Location
16325,Unknown Brand,Civic,2012,60000,75000,Diesel,Red,First,Houston
16326,Toyota,Model S,2018,30000,0,Petrol,Blue,Second,Houston
16327,Toyota,Unknown Model,0,30000,15000,Diesel,Unknown Color,First,Phoenix
16328,Toyota,Corolla,2015,50000,60000,Electric,Silver,Third,New York
16329,Unknown Brand,Focus,2010,0,100000,Petrol,Silver,Second,Chicago
16330,Nissan,Civic,2012,60000,75000,Unknown Fuel,Unknown Color,Third,Unknown Location
16331,Unknown Brand,Civic,2018,0,30000,Electric,Silver,Second,Los Angeles
16332,Nissan,Mustang,2018,0,100000,Diesel,Silver,First,Phoenix
16333,Unknown Brand,Focus,2010,50000,60000,Petrol,Red,Third,New York
16334,Unknown Brand,Model S,2015,40000,0,Diesel,Black,First,New York
16335,BMW,Civic,2020,25000,45000,Unknown Fuel,Red,First,Chicago
16336,Nissan,Civic,2010,20000,0,Petrol,Gray,Second,Phoenix
16337,BMW,Civic,2015,40000,15000,Hybrid,Gray,Third,Los Angeles
16338,Honda,Accord,0,20000,45000,Hybrid,Red,Unknown Owner,Unknown Location
16339,BMW,Corolla,2015,25000,15000,Unknown Fuel,Blue,Second,Chicago
16340,Toyota,Corolla,0,25000,30000,Hybrid,Silver,First,Houston
16341,Tesla,Civic,2018,40000,30000,Electric,Gray,First,New York
16342,Tesla,Unknown Model,0,30000,60000,Diesel,Blue,Unknown Owner,Houston
16343,Ford,Accord,2018,30000,15000,Diesel,Black,Second,Unknown Location
16344,Ford,Civic,2012,20000,100000,Unknown Fuel,Gray,First,Unknown Location
16345,Hyundai,Model S,2018,30000,45000,Electric,Black,Second,Houston
16346,BMW,Mustang,0,0,75000,Petrol,Gray,Second,Houston
16347,Unknown Brand,Mustang,0,0,45000,Electric,Unknown Color,Unknown Owner,New York
16348,Unknown Brand,Accord,2018,25000,45000,Electric,Gray,First,Los Angeles
16349,Tesla,Unknown Model,2015,40000,100000,Unknown Fuel,White,Unknown Owner,Houston
16350,Toyota,Model S,2018,30000,30000,Petrol,Black,Second,Chicago
16351,Nissan,Focus,2018,60000,0,Petrol,Silver,Unknown Owner,Unknown Location
16352,Toyota,Focus,2018,60000,100000,Unknown Fuel,White,Unknown Owner,Chicago
16353,Hyundai,Corolla,0,25000,30000,Unknown Fuel,Blue,Unknown Owner,Unknown Location
16354,Toyota,Accord,2020,0,100000,Diesel,Black,Third,New York
16355,BMW,Corolla,2020,50000,75000,Electric,Black,Third,Unknown Location
16356,BMW,Corolla,2012,60000,45000,Petrol,Black,First,Miami
16357,Honda,Accord,0,30000,60000,Electric,White,Unknown Owner,Unknown Location
16358,Hyundai,Mustang,2010,30000,45000,Diesel,Gray,Third,Phoenix
16359,Toyota,Focus,2015,60000,45000,Electric,Blue,Unknown Owner,New York
16360,Unknown Brand,Accord,2012,40000,0,Petrol,Gray,Second,Houston
16361,Unknown Brand,Model S,2015,30000,60000,Diesel,White,Third,Houston
16362,Hyundai,Unknown Model,2010,30000,100000,Electric,Red,First,Unknown Location
16363,Toyota,Corolla,2010,40000,60000,Unknown Fuel,Gray,Second,Miami
16364,BMW,Mustang,0,20000,0,Diesel,Silver,Third,Los Angeles
16365,BMW,Focus,2012,30000,15000,Electric,Unknown Color,Second,Chicago
16366,Honda,Corolla,2020,60000,0,Electric,White,First,New York
16367,Honda,Mustang,2020,40000,45000,Unknown Fuel,White,Unknown Owner,New York
16368,Ford,Civic,2020,25000,30000,Hybrid,Black,First,Unknown Location
16369,Hyundai,Unknown Model,2018,25000,45000,Hybrid,Silver,Unknown Owner,Unknown Location
16370,Tesla,Model S,2018,0,60000,Hybrid,Unknown Color,First,Chicago
16371,Toyota,Corolla,2012,50000,0,Petrol,Gray,First,Phoenix
16372,Hyundai,Civic,2018,40000,60000,Diesel,Red,Unknown Owner,New York
16373,Unknown Brand,Civic,2015,30000,60000,Hybrid,Unknown Color,First,Houston
16374,Toyota,Mustang,2012,25000,45000,Unknown Fuel,Blue,Second,Unknown Location
16375,Honda,Unknown Model,2012,50000,60000,Diesel,Blue,First,Miami
16376,Honda,Focus,2010,30000,15000,Unknown Fuel,Unknown Color,Unknown Owner,Miami
16377,Ford,Focus,2010,40000,45000,Petrol,White,Unknown Owner,Phoenix
16378,Tesla,Corolla,2012,25000,75000,Unknown Fuel,Silver,First,New York
16379,Ford,Corolla,2020,0,100000,Petrol,Unknown Color,Unknown Owner,Houston
16380,Unknown Brand,Focus,2010,25000,100000,Unknown Fuel,White,First,New York
16381,Tesla,Model S,2018,60000,30000,Diesel,Gray,Unknown Owner,Phoenix
16382,Nissan,Model S,2012,0,45000,Hybrid,Unknown Color,Third,Houston
16383,Toyota,Civic,2015,60000,60000,Diesel,Unknown Color,First,Unknown Location
16384,Ford,Unknown Model,2012,40000,30000,Hybrid,White,Unknown Owner,Phoenix
16385,Honda,Model S,2015,60000,45000,Electric,Unknown Color,Third,Phoenix
16386,Ford,Corolla,2010,20000,60000,Diesel,Silver,Unknown Owner,Houston
16387,Nissan,Mustang,2020,40000,15000,Hybrid,Blue,Unknown Owner,New York
16388,Ford,Model S,0,0,60000,Hybrid,Red,Third,Los Angeles
16389,Toyota,Unknown Model,2015,30000,15000,Diesel,Unknown Color,Third,Los Angeles
16390,Nissan,Corolla,2020,25000,75000,Petrol,White,Second,Los Angeles
16391,Hyundai,Unknown Model,0,25000,0,Hybrid,Blue,Unknown Owner,Miami
16392,Hyundai,Focus,2015,0,60000,Diesel,Gray,Third,Phoenix
16393,Hyundai,Unknown Model,2020,25000,60000,Electric,Blue,Unknown Owner,Unknown Location
16394,Honda,Unknown Model,2015,0,75000,Hybrid,Silver,Unknown Owner,Unknown Location
16395,Honda,Unknown Model,2012,30000,15000,Petrol,Silver,Second,New York
16396,Hyundai,Corolla,0,20000,15000,Unknown Fuel,Silver,Third,Los Angeles
16397,Hyundai,Unknown Model,2012,40000,45000,Hybrid,Unknown Color,First,Chicago
16398,Hyundai,Unknown Model,2010,60000,15000,Diesel,Silver,First,Miami
16399,BMW,Mustang,2012,30000,30000,Diesel,Silver,Unknown Owner,Chicago
16400,Hyundai,Mustang,2018,60000,100000,Hybrid,Black,Second,Los Angeles
16401,Nissan,Accord,2010,30000,100000,Petrol,Silver,Unknown Owner,Miami
16402,BMW,Accord,2012,50000,60000,Unknown Fuel,Blue,Unknown Owner,Unknown Location
16403,BMW,Mustang,2012,25000,100000,Diesel,White,Unknown Owner,Miami
16404,Toyota,Civic,2018,25000,30000,Diesel,Gray,Second,Unknown Location
16405,Ford,Corolla,2020,50000,0,Electric,Blue,Third,Phoenix
16406,Honda,Accord,2012,20000,0,Diesel,Black,Unknown Owner,Chicago
16407,Honda,Unknown Model,2015,0,30000,Hybrid,White,Third,Chicago
16408,Ford,Model S,2020,50000,0,Diesel,Gray,Unknown Owner,Miami
16409,Honda,Unknown Model,2015,0,75000,Electric,Black,Third,Unknown Location
16410,Ford,Model S,0,30000,100000,Hybrid,Blue,Unknown Owner,Unknown Location
16411,Nissan,Mustang,2020,60000,60000,Hybrid,Black,Unknown Owner,Houston
16412,Toyota,Mustang,0,30000,60000,Diesel,Red,Third,Miami
16413,Hyundai,Focus,2015,50000,75000,Unknown Fuel,Unknown Color,Second,Houston
16414,Toyota,Focus,2012,25000,45000,Petrol,Gray,Unknown Owner,Chicago
16415,Unknown Brand,Mustang,0,60000,45000,Electric,Unknown Color,First,Miami
16416,Toyota,Mustang,2015,0,15000,Electric,Gray,First,Unknown Location
16417,Ford,Corolla,2012,60000,15000,Petrol,Red,First,Los Angeles
16418,Unknown Brand,Corolla,2018,50000,0,Electric,Black,Unknown Owner,New York
16419,Ford,Mustang,2015,20000,45000,Hybrid,Silver,Second,New York
16420,Hyundai,Focus,2010,60000,15000,Unknown Fuel,Red,Third,Unknown Location
16421,Tesla,Corolla,2010,50000,45000,Electric,Silver,Second,Unknown Location
16422,Unknown Brand,Mustang,2015,30000,0,Diesel,White,Third,Chicago
16423,Hyundai,Model S,2012,50000,0,Diesel,Silver,Third,Los Angeles
16424,Hyundai,Model S,2020,25000,75000,Diesel,Red,Third,Chicago
16425,Honda,Civic,2018,40000,0,Petrol,Blue,Third,Phoenix
16426,Honda,Corolla,2015,40000,75000,Petrol,White,Third,Los Angeles
16427,Tesla,Corolla,0,40000,45000,Hybrid,Silver,Third,Phoenix
16428,Tesla,Civic,2018,40000,100000,Diesel,Red,First,Chicago
16429,Toyota,Unknown Model,2012,30000,15000,Unknown Fuel,Red,Second,Miami
16430,Hyundai,Model S,2010,0,0,Diesel,Silver,Third,Unknown Location
16431,Tesla,Unknown Model,2012,0,15000,Unknown Fuel,Gray,Unknown Owner,Unknown Location
16432,Ford,Accord,2012,0,100000,Electric,Red,Unknown Owner,Chicago
16433,Hyundai,Civic,2015,20000,100000,Unknown Fuel,Gray,First,Phoenix
16434,BMW,Accord,2018,20000,75000,Hybrid,Black,First,Phoenix
16435,Ford,Mustang,2020,0,75000,Electric,Blue,Second,Chicago
16436,Unknown Brand,Accord,2018,30000,75000,Diesel,Silver,Third,Houston
16437,Tesla,Corolla,2020,40000,45000,Petrol,Red,Second,Miami
16438,Honda,Unknown Model,2010,40000,30000,Unknown Fuel,Gray,Second,New York
16439,Ford,Corolla,2018,60000,15000,Electric,Black,Unknown Owner,Houston
16440,Honda,Mustang,2020,0,30000,Petrol,Unknown Color,Unknown Owner,Houston
16441,Ford,Civic,2018,25000,30000,Diesel,Blue,First,Los Angeles
16442,Honda,Focus,2012,30000,0,Diesel,Black,First,Miami
16443,Nissan,Corolla,2010,25000,15000,Hybrid,Blue,Third,Phoenix
16444,Ford,Accord,2018,25000,15000,Diesel,Black,First,Los Angeles
16445,Unknown Brand,Mustang,0,30000,0,Petrol,Gray,Unknown Owner,Phoenix
16446,Honda,Accord,2012,30000,100000,Unknown Fuel,Gray,Unknown Owner,Los Angeles
16447,BMW,Unknown Model,0,20000,45000,Diesel,White,First,Los Angeles
16448,Unknown Brand,Unknown Model,2012,20000,75000,Diesel,Silver,Unknown Owner,Unknown Location
16449,Toyota,Civic,2010,60000,15000,Hybrid,Silver,Second,Miami
16450,Ford,Unknown Model,2018,40000,30000,Electric,Red,Unknown Owner,Phoenix
16451,BMW,Model S,0,20000,100000,Hybrid,Blue,Third,New York
16452,Toyota,Corolla,2015,60000,60000,Unknown Fuel,White,Unknown Owner,Los Angeles
16453,Ford,Mustang,2015,25000,60000,Hybrid,Red,Third,Unknown Location
16454,BMW,Mustang,0,50000,30000,Petrol,White,Third,Houston
16455,BMW,Accord,2015,50000,30000,Electric,Unknown Color,Unknown Owner,New York
16456,Unknown Brand,Model S,2012,30000,15000,Petrol,Gray,Unknown Owner,Unknown Location
16457,Nissan,Civic,2018,50000,45000,Electric,White,Unknown Owner,Houston
16458,BMW,Accord,2020,50000,45000,Hybrid,Gray,Second,Houston
16459,Nissan,Model S,2018,60000,15000,Hybrid,Gray,Unknown Owner,Miami
16460,Tesla,Mustang,2010,50000,0,Diesel,Silver,Unknown Owner,Unknown Location
16461,Unknown Brand,Model S,2020,50000,75000,Diesel,Black,Second,Unknown Location
16462,Hyundai,Mustang,2010,40000,60000,Electric,Gray,Second,Phoenix
16463,Honda,Accord,0,50000,30000,Hybrid,White,Third,Unknown Location
16464,Unknown Brand,Corolla,0,20000,45000,Hybrid,Gray,Third,Unknown Location
16465,Toyota,Corolla,2018,50000,0,Unknown Fuel,Black,Second,Unknown Location
16466,Honda,Focus,2010,50000,60000,Unknown Fuel,Red,Second,Phoenix
16467,Honda,Model S,2012,40000,30000,Unknown Fuel,Blue,First,Phoenix
16468,Hyundai,Corolla,2015,50000,15000,Unknown Fuel,White,Second,Los Angeles
16469,Nissan,Mustang,2018,0,0,Hybrid,Blue,Third,Chicago
16470,Hyundai,Model S,2020,20000,30000,Diesel,Silver,Second,Phoenix
16471,Hyundai,Model S,2020,40000,100000,Unknown Fuel,Silver,Unknown Owner,Los Angeles
16472,Honda,Civic,2010,30000,100000,Hybrid,Blue,First,Miami
16473,BMW,Civic,2015,25000,15000,Electric,Gray,Third,Chicago
16474,Nissan,Accord,0,30000,30000,Petrol,Red,Unknown Owner,Phoenix
16475,Honda,Model S,2018,0,15000,Unknown Fuel,Unknown Color,Second,Chicago
16476,Nissan,Civic,2012,20000,100000,Hybrid,Gray,Third,Phoenix
16477,Tesla,Mustang,2010,50000,75000,Electric,Red,Third,Phoenix
16478,Nissan,Accord,2018,0,15000,Electric,Gray,Third,Chicago
16479,Ford,Corolla,2018,25000,100000,Hybrid,Unknown Color,First,Los Angeles
16480,BMW,Model S,0,20000,60000,Unknown Fuel,Silver,First,Unknown Location
16481,Toyota,Civic,2015,20000,75000,Electric,Blue,Third,Phoenix
16482,Ford,Corolla,2020,25000,0,Electric,Black,Unknown Owner,New York
16483,Ford,Model S,0,0,100000,Diesel,Red,First,Los Angeles
16484,Hyundai,Accord,2015,50000,45000,Petrol,Black,Unknown Owner,Unknown Location
16485,Hyundai,Model S,2010,30000,60000,Electric,Unknown Color,First,Miami
16486,Ford,Civic,2010,25000,45000,Diesel,Black,Unknown Owner,Phoenix
16487,Honda,Corolla,0,40000,60000,Petrol,Blue,Third,New York
16488,Nissan,Model S,2015,30000,15000,Electric,Red,First,Chicago
16489,Nissan,Model S,2018,60000,60000,Electric,Gray,Third,Phoenix
16490,Unknown Brand,Mustang,2020,20000,100000,Hybrid,Black,Second,Miami
16491,Honda,Accord,2010,25000,15000,Hybrid,Black,Second,Los Angeles
16492,BMW,Focus,2015,25000,0,Petrol,Red,First,New York
16493,Honda,Model S,2010,60000,30000,Electric,Black,Third,Chicago
16494,Honda,Focus,2020,40000,15000,Hybrid,Gray,Unknown Owner,New York
16495,Honda,Focus,0,60000,45000,Electric,Blue,First,Houston
16496,BMW,Corolla,2012,60000,100000,Unknown Fuel,Silver,Second,Unknown Location
16497,Unknown Brand,Unknown Model,2012,0,15000,Hybrid,Silver,Unknown Owner,Unknown Location
16498,BMW,Accord,0,50000,15000,Petrol,Blue,Third,Houston
16499,Tesla,Focus,2018,50000,100000,Unknown Fuel,Black,First,Phoenix
16500,Unknown Brand,Corolla,2018,40000,45000,Petrol,White,Unknown Owner,Miami
16501,Tesla,Accord,2012,60000,15000,Diesel,Unknown Color,Unknown Owner,New York
16502,Tesla,Mustang,2020,40000,15000,Unknown Fuel,Unknown Color,Third,Chicago
16503,Tesla,Civic,2015,0,45000,Diesel,Unknown Color,Third,Unknown Location
16504,Nissan,Focus,2015,20000,30000,Unknown Fuel,Red,Unknown Owner,Unknown Location
16505,Ford,Unknown Model,0,25000,0,Hybrid,Black,Third,Unknown Location
16506,Ford,Civic,2020,60000,15000,Petrol,Blue,Second,Los Angeles
16507,Tesla,Accord,2015,30000,15000,Hybrid,White,Third,Houston
16508,Tesla,Focus,2018,20000,100000,Diesel,Blue,First,Los Angeles
16509,Toyota,Mustang,2015,20000,30000,Electric,Gray,Third,New York
16510,Hyundai,Focus,0,20000,30000,Petrol,Silver,First,New York
16511,Ford,Unknown Model,2015,30000,0,Electric,White,Second,Chicago
16512,Hyundai,Model S,2018,25000,100000,Diesel,Red,Third,New York
16513,Hyundai,Unknown Model,0,20000,100000,Hybrid,Silver,Third,Phoenix
16514,Toyota,Mustang,2010,40000,15000,Petrol,Gray,Third,Unknown Location
16515,Hyundai,Corolla,0,30000,0,Electric,Blue,Unknown Owner,Unknown Location
16516,Unknown Brand,Corolla,2012,50000,30000,Diesel,Black,First,Unknown Location
16517,Toyota,Mustang,2015,0,30000,Petrol,Gray,Unknown Owner,Unknown Location
16518,Hyundai,Mustang,2012,50000,15000,Electric,Black,Second,Phoenix
16519,Hyundai,Mustang,2012,25000,75000,Diesel,Black,Second,Phoenix
16520,Honda,Unknown Model,2020,40000,45000,Petrol,Blue,First,Phoenix
16521,Hyundai,Unknown Model,2020,30000,60000,Hybrid,White,Unknown Owner,Phoenix
16522,Nissan,Unknown Model,2020,30000,30000,Diesel,White,Third,Miami
16523,Unknown Brand,Unknown Model,0,50000,15000,Diesel,White,Second,Phoenix
16524,BMW,Mustang,2010,0,45000,Petrol,Unknown Color,Third,Miami
16525,Ford,Unknown Model,2010,30000,75000,Hybrid,Unknown Color,Third,Unknown Location
16526,Tesla,Focus,2012,25000,0,Petrol,Gray,Third,Unknown Location
16527,Hyundai,Accord,2012,40000,0,Unknown Fuel,Unknown Color,Second,Chicago
16528,Unknown Brand,Accord,2012,30000,0,Unknown Fuel,Silver,First,Phoenix
16529,Tesla,Civic,2012,0,45000,Unknown Fuel,Blue,Second,Unknown Location
16530,BMW,Corolla,2018,25000,60000,Unknown Fuel,White,Unknown Owner,Los Angeles
16531,Unknown Brand,Corolla,2012,30000,45000,Petrol,Black,Unknown Owner,Unknown Location
16532,Ford,Accord,2020,20000,45000,Electric,Gray,Third,Houston
16533,Unknown Brand,Mustang,2012,20000,30000,Electric,Gray,Third,Phoenix
16534,Tesla,Mustang,0,60000,75000,Hybrid,Red,Unknown Owner,Miami
16535,Tesla,Accord,2020,60000,15000,Petrol,Red,Third,Phoenix
16536,Honda,Civic,2020,0,45000,Hybrid,Gray,First,Los Angeles
16537,Hyundai,Unknown Model,2012,20000,0,Diesel,Red,Unknown Owner,Chicago
16538,Toyota,Accord,2012,20000,30000,Petrol,Blue,Third,Miami
16539,Unknown Brand,Mustang,2015,60000,0,Diesel,Unknown Color,Second,Unknown Location
16540,Tesla,Accord,2020,25000,100000,Hybrid,Unknown Color,Unknown Owner,Chicago
16541,Nissan,Civic,2012,25000,15000,Electric,Unknown Color,Third,Phoenix
16542,Ford,Unknown Model,0,50000,100000,Petrol,Red,Third,New York
16543,Nissan,Corolla,0,40000,100000,Diesel,Unknown Color,First,Miami
16544,BMW,Mustang,2012,40000,30000,Diesel,Unknown Color,Third,Phoenix
16545,Unknown Brand,Mustang,2015,40000,15000,Unknown Fuel,Red,First,Houston
16546,Honda,Accord,2018,25000,45000,Hybrid,Blue,Third,Los Angeles
16547,Ford,Model S,2020,25000,30000,Hybrid,Red,Third,Phoenix
16548,Honda,Corolla,2020,25000,15000,Petrol,Silver,First,Houston
16549,Toyota,Corolla,2015,20000,75000,Electric,Unknown Color,Second,Unknown Location
16550,Tesla,Model S,2018,40000,0,Electric,Gray,Second,Chicago
16551,Hyundai,Civic,2010,50000,100000,Diesel,Unknown Color,Second,Phoenix
16552,Ford,Focus,0,60000,100000,Hybrid,Gray,Second,Miami
16553,BMW,Unknown Model,0,20000,45000,Hybrid,Silver,Third,New York
16554,Hyundai,Unknown Model,2015,40000,75000,Petrol,Blue,Unknown Owner,New York
16555,Unknown Brand,Corolla,2012,0,100000,Unknown Fuel,Gray,First,Phoenix
16556,Toyota,Model S,2012,60000,100000,Diesel,Unknown Color,Third,Miami
16557,Toyota,Mustang,2012,20000,30000,Unknown Fuel,Red,Unknown Owner,Chicago
16558,Honda,Corolla,2010,40000,75000,Hybrid,Gray,Second,Unknown Location
16559,Toyota,Corolla,2012,30000,45000,Diesel,Unknown Color,First,Phoenix
16560,Ford,Mustang,2010,0,75000,Diesel,Silver,Unknown Owner,Miami
16561,Honda,Mustang,2015,60000,30000,Diesel,Black,Third,Miami
16562,Hyundai,Accord,2010,20000,30000,Diesel,Unknown Color,First,New York
16563,Toyota,Civic,2012,20000,60000,Hybrid,Blue,First,Unknown Location
16564,Unknown Brand,Unknown Model,2020,30000,30000,Electric,Silver,Unknown Owner,Houston
16565,Hyundai,Focus,2012,60000,15000,Unknown Fuel,Gray,First,Chicago
16566,BMW,Model S,0,60000,15000,Diesel,White,First,Phoenix
16567,Unknown Brand,Focus,2010,25000,15000,Electric,Blue,First,New York
16568,Nissan,Model S,0,60000,45000,Diesel,Blue,Third,Phoenix
16569,Ford,Unknown Model,2010,30000,60000,Unknown Fuel,White,Unknown Owner,New York
16570,BMW,Civic,2018,25000,15000,Diesel,Blue,First,New York
16571,BMW,Focus,2018,50000,0,Unknown Fuel,Unknown Color,Unknown Owner,Miami
16572,Honda,Model S,2018,60000,45000,Hybrid,White,First,Miami
16573,Tesla,Corolla,2012,20000,100000,Petrol,White,Second,Chicago
16574,Honda,Mustang,2010,25000,60000,Petrol,Blue,Unknown Owner,Houston
16575,Ford,Unknown Model,2018,30000,45000,Diesel,Red,Unknown Owner,Unknown Location
16576,Ford,Civic,2020,40000,60000,Petrol,Silver,Third,Houston
16577,Honda,Mustang,2015,0,45000,Hybrid,Silver,Unknown Owner,Miami
16578,Tesla,Accord,2015,20000,75000,Electric,Gray,First,Los Angeles
16579,Unknown Brand,Corolla,2018,0,100000,Diesel,Blue,Second,Miami
16580,Honda,Civic,2018,60000,45000,Hybrid,Silver,Unknown Owner,Los Angeles
16581,Ford,Model S,2018,30000,15000,Diesel,Black,First,Miami
16582,Tesla,Corolla,2015,50000,15000,Electric,Gray,Unknown Owner,Chicago
16583,Ford,Accord,2018,0,15000,Hybrid,Unknown Color,Second,Unknown Location
16584,Tesla,Accord,0,40000,0,Petrol,Silver,Unknown Owner,Phoenix
16585,Tesla,Civic,2020,40000,75000,Hybrid,Black,Second,Houston
16586,Hyundai,Unknown Model,2020,40000,30000,Petrol,Silver,Unknown Owner,Miami
16587,Honda,Focus,2020,30000,30000,Hybrid,Unknown Color,First,Chicago
16588,Honda,Accord,2020,60000,60000,Petrol,White,First,Miami
16589,Honda,Accord,0,60000,0,Unknown Fuel,Silver,Second,Phoenix
16590,Tesla,Mustang,0,40000,60000,Diesel,White,Second,New York
16591,Tesla,Focus,2010,50000,100000,Electric,Gray,Unknown Owner,Unknown Location
16592,Ford,Corolla,2018,20000,60000,Petrol,Gray,Third,Phoenix
16593,BMW,Unknown Model,2012,60000,0,Petrol,Red,Second,Unknown Location
16594,Honda,Unknown Model,2010,40000,100000,Unknown Fuel,Black,Second,Houston
16595,Hyundai,Mustang,2012,30000,0,Petrol,Silver,Second,Miami
16596,Nissan,Civic,2012,40000,0,Electric,White,Unknown Owner,Los Angeles
16597,Ford,Corolla,2010,0,30000,Hybrid,Black,Unknown Owner,Unknown Location
16598,Ford,Mustang,2018,40000,100000,Unknown Fuel,White,Third,New York
16599,Toyota,Unknown Model,2010,30000,75000,Hybrid,Black,First,Phoenix
16600,Honda,Civic,2015,0,60000,Diesel,Red,First,Chicago
16601,Unknown Brand,Unknown Model,0,25000,30000,Unknown Fuel,Gray,First,Chicago
16602,Ford,Corolla,2020,20000,0,Petrol,Black,First,Chicago
16603,Toyota,Unknown Model,0,40000,75000,Hybrid,White,Third,Chicago
16604,Nissan,Mustang,0,60000,0,Hybrid,Red,Unknown Owner,Unknown Location
16605,Hyundai,Unknown Model,0,60000,45000,Diesel,White,Unknown Owner,Phoenix
16606,Nissan,Unknown Model,0,30000,45000,Electric,White,First,Los Angeles
16607,Unknown Brand,Focus,2010,20000,30000,Hybrid,Silver,Unknown Owner,Phoenix
16608,Honda,Model S,2010,50000,45000,Electric,Gray,Unknown Owner,Los Angeles
16609,Tesla,Corolla,2015,60000,45000,Hybrid,Blue,Unknown Owner,Chicago
16610,Toyota,Focus,2020,60000,45000,Diesel,Silver,Unknown Owner,Unknown Location
16611,Tesla,Model S,2012,0,15000,Hybrid,Red,Third,New York
16612,Nissan,Accord,2015,30000,60000,Electric,Gray,First,Los Angeles
16613,Nissan,Unknown Model,2018,40000,60000,Unknown Fuel,Gray,Second,Los Angeles
16614,BMW,Unknown Model,2010,40000,60000,Petrol,Black,Third,Houston
16615,BMW,Mustang,2010,25000,60000,Hybrid,Blue,First,Miami
16616,Hyundai,Focus,2015,50000,100000,Unknown Fuel,Silver,Unknown Owner,Phoenix
16617,Unknown Brand,Civic,2010,50000,0,Diesel,Gray,Third,Los Angeles
16618,BMW,Corolla,2020,50000,45000,Diesel,White,Third,New York
16619,BMW,Model S,2020,20000,0,Electric,Silver,Second,Miami
16620,Unknown Brand,Unknown Model,0,40000,60000,Hybrid,Unknown Color,Unknown Owner,Phoenix
16621,Ford,Corolla,2015,50000,60000,Petrol,Unknown Color,Third,Chicago
16622,BMW,Unknown Model,2015,0,30000,Electric,Black,First,Miami
